店铺id,评分,评论数量,人均消费,归属商圈,菜系类型,county,距离描述
21561242,4.0,7,168,亚运村/奥体中心地区,烧烤,朝阳区,距市中心9.9km
310239,4.0,7,68,门头沟/潭柘寺/妙峰山风景区,北京菜,门头沟区,
12467835,4.0,7,59,,北京菜,密云区,
4936298,4.0,6,117,望京/酒仙桥/798地区,东南亚菜,朝阳区,距市中心10.1km
17605598,4.0,6,315,,日本料理,海淀区,距市中心11.1km
15670344,4.0,6,102,望京/酒仙桥/798地区,烧烤,朝阳区,距市中心11km
16554921,4.0,6,68,总部基地/丰台体育中心/南宫地区,东北菜,丰台区,距市中心12.3km
77905159,4.0,6,103,,湘菜,海淀区,距市中心12.4km
4976720,4.0,6,133,,西餐,朝阳区,距市中心12km
136019917,4.0,6,0,大兴北京新机场地区,小吃,大兴区,距市中心13.8km
129624031,4.0,6,167,前门/天坛公园/崇文门,西餐,西城区,距市中心1.3km
12214997,4.0,6,23,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心14.5km
22515884,4.0,6,188,亦庄地区,日本料理,大兴区,距市中心15.5km
78879378,4.0,6,358,前门/天坛公园/崇文门,创意菜,东城区,距市中心1.5km
8589151,4.0,6,76,亦庄地区,,通州区,距市中心18.6km
20368077,4.0,6,92,香山/八大处风景区,北京菜,石景山区,距市中心18.8km
21584475,4.0,6,0,回龙观/天通苑地区,烧烤,昌平区,距市中心19.3km
22510642,4.0,6,162,回龙观/天通苑地区,云南菜,昌平区,距市中心19.6km
22516938,4.0,6,165,环球影城度假区及周边,创意菜,通州区,距市中心20km
11915273,4.0,6,107,回龙观/天通苑地区,火锅,昌平区,距市中心22.6km
130029853,4.0,6,95,环球影城度假区及周边,粤菜,通州区,距市中心23.6km
17589075,4.0,6,30,小汤山温泉度假区,小吃,昌平区,距市中心25.5km
15488031,4.0,6,19,门头沟/潭柘寺/妙峰山风景区,快餐简餐,门头沟区,距市中心27.3km
20612844,4.0,6,106,,西餐,西城区,距市中心3.1km
8612789,4.0,6,140,大兴北京新机场地区,自助餐,大兴区,距市中心32.2km
4942872,4.0,6,45,,川菜,房山区,距市中心36.3km
22517259,4.0,6,17,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心37.1km
62203550,4.0,6,275,国贸地区,素食,朝阳区,距市中心4.2km
13053977,4.0,6,165,,江浙菜,房山区,距市中心43.7km
16564394,4.0,6,156,国贸地区,面包甜点,朝阳区,距市中心4.5km
18539224,4.0,6,44,国贸地区,小吃,朝阳区,距市中心4.5km
78570344,4.0,6,226,三里屯/工体/东直门地区,日本料理,东城区,距市中心4.5km
8623252,4.0,6,146,三里屯/工体/东直门地区,北京菜,东城区,距市中心4.5km
136340307,4.0,6,0,后海/南锣鼓巷地区,面包甜点,东城区,距市中心4km
135608354,4.0,6,0,后海/南锣鼓巷地区,小吃,东城区,距市中心4km
130098815,4.0,6,112,劲松/潘家园地区,火锅,丰台区,距市中心5.4km
120811380,4.0,6,40,西单/金融街地区,咖啡店,西城区,距市中心5km
93839590,4.0,6,142,前门/天坛公园/崇文门,粤菜,东城区,距市中心754m
122734376,4.0,6,111,马甸/安贞地区,烧烤,朝阳区,距市中心7.7km
120804337,4.0,6,121,永定门/南站/大红门/南苑地区,海鲜,大兴区,距市中心9.5km
11311082,4.0,6,35,中关村/五道口,快餐简餐,海淀区,距市中心9.9km
17510096,4.0,6,17,古北水镇,快餐简餐,密云区,
12886448,4.0,6,21,古北水镇,小吃,密云区,
4946558,4.0,6,61,密云水库,农家菜,密云区,
7034702,4.0,5,57,,川菜,海淀区,距市中心10.4km
13022515,4.0,5,48,总部基地/丰台体育中心/南宫地区,小吃,丰台区,距市中心10.5km
25049236,4.0,5,16,中关村/五道口,小吃,海淀区,距市中心11.1km
22520635,4.0,5,128,,火锅,朝阳区,距市中心11.3km
25042652,4.0,5,27,中关村/五道口,西餐,海淀区,距市中心11.4km
7037968,4.0,5,132,中关村/五道口,韩国料理,海淀区,距市中心11.4km
21136407,4.0,5,101,,,海淀区,距市中心11.5km
120821960,4.0,5,120,欢乐谷游乐区,烧烤,朝阳区,距市中心11.5km
78508408,4.0,5,36,中关村/五道口,面包甜点,海淀区,距市中心11.9km
4943140,4.0,5,32,天安门/王府井地区,快餐简餐,东城区,距市中心1.1km
78266877,4.0,5,34,,小吃,海淀区,距市中心11km
4944874,4.0,5,33,,快餐简餐,海淀区,距市中心12.1km
232877,4.0,5,71,,新疆菜,海淀区,距市中心12.5km
16097467,4.0,5,22,总部基地/丰台体育中心/南宫地区,快餐简餐,丰台区,距市中心12.8km
22519943,4.0,5,124,亦庄地区,北京菜,大兴区,距市中心13km
122763936,4.0,5,83,上地产业园/西三旗,江浙菜,海淀区,距市中心16.1km
4989771,4.0,5,0,大兴北京新机场地区,小吃,大兴区,距市中心17.3km
11341679,4.0,5,35,,快餐简餐,石景山区,距市中心18.1km
4936399,4.0,5,61,公主坟/五棵松/石景山游乐园地区,北京菜,石景山区,距市中心18.8km
11532857,4.0,5,40,,自助餐,通州区,距市中心19.6km
120817516,4.0,5,117,亦庄地区,烧烤,通州区,距市中心20.1km
4989596,4.0,5,87,亦庄地区,北京菜,通州区,距市中心21km
15567319,4.0,5,85,首都机场/新国展地区,北京菜,顺义区,距市中心23.1km
22510912,4.0,5,69,首都机场/新国展地区,面包甜点,顺义区,距市中心23.3km
13196615,4.0,5,58,首都机场/新国展地区,小吃,顺义区,距市中心23.3km
132972342,4.0,5,120,环球影城度假区及周边,面包甜点,通州区,距市中心23.8km
195273,4.0,5,37,,,东城区,距市中心2.3km
4950431,4.0,5,330,首都机场/新国展地区,粤菜,顺义区,距市中心24.3km
73402945,4.0,5,115,,,房山区,距市中心24.5km
4944678,4.0,5,33,天安门/王府井地区,快餐简餐,东城区,距市中心2.5km
12199835,4.0,5,91,通州运河商务区,湘菜,通州区,距市中心26.8km
4966476,4.0,5,67,房山风景区,粤菜,房山区,距市中心28.8km
21414295,4.0,5,0,,,西城区,距市中心2.8km
122634143,4.0,5,196,西单/金融街地区,自助餐,西城区,距市中心2.8km
12041665,4.0,5,88,,北京菜,房山区,距市中心28km
4952558,4.0,5,185,北京站,粤菜,东城区,距市中心2km
22510712,4.0,5,423,国贸地区,面包甜点,朝阳区,距市中心3.1km
7022662,4.0,5,34,西单/金融街地区,小吃,西城区,距市中心3.7km
130721617,4.0,5,53,三里屯/工体/东直门地区,火锅,东城区,距市中心3.7km
12465544,4.0,5,28,,面包甜点,西城区,距市中心3.8km
133794037,4.0,5,148,国贸地区,东北菜,朝阳区,距市中心4.4km
129607026,4.0,5,105,三里屯/工体/东直门地区,东南亚菜,东城区,距市中心4.4km
139040357,4.0,5,0,三里屯/工体/东直门地区,湘菜,东城区,距市中心4.5km
18621093,4.0,5,72,,海鲜,朝阳区,距市中心4.7km
21564285,4.0,5,93,劲松/潘家园地区,火锅,朝阳区,距市中心5.5km
4953842,4.0,5,109,,西餐,朝阳区,距市中心5km
21580000,4.0,5,104,燕莎/朝阳公园商业区,北京菜,朝阳区,距市中心6.2km
77851553,4.0,5,50,,烧烤,朝阳区,距市中心6.4km
22520511,4.0,5,206,燕莎/朝阳公园商业区,粤菜,朝阳区,距市中心7.2km
134801590,4.0,5,293,马甸/安贞地区,江浙菜,东城区,距市中心7km
132993006,4.0,5,0,天安门/王府井地区,面包甜点,东城区,距市中心831m
4938991,4.0,5,110,马甸/安贞地区,贵州菜,海淀区,距市中心8.3km
18569227,4.0,5,33,,小吃,海淀区,距市中心8.5km
15472540,4.0,5,123,中关村/五道口,西北菜,海淀区,距市中心8.9km
25048618,4.0,5,0,北京西站/丽泽商务区,,丰台区,距市中心9.1km
25041203,4.0,5,33,天安门/王府井地区,咖啡店,东城区,距市中心934m
22517863,4.0,5,51,亚运村/奥体中心地区,西餐,朝阳区,距市中心9.4km
62202106,4.0,5,69,天安门/王府井地区,面包甜点,东城区,距市中心954m
4962621,4.0,5,55,,火锅,丰台区,距市中心9.5km
25043194,4.0,5,53,,韩国料理,海淀区,距市中心9.5km
77905728,4.0,5,41,国贸地区,面包甜点,朝阳区,距市中心9.6km
79423632,4.0,5,98,中关村/五道口,火锅,海淀区,距市中心9km
78538956,4.0,5,100,,北京菜,怀柔区,
7023431,4.0,5,76,,火锅,怀柔区,
21399033,4.0,5,196,,北京菜,房山区,
4940736,4.0,5,75,延庆休闲度假区,农家菜,延庆区,
242978,4.0,5,78,怀柔风景区,,怀柔区,
17588205,4.0,5,67,古北水镇,日本料理,密云区,
13466705,4.0,5,115,密云水库,北京菜,密云区,
25051652,4.0,4,170,总部基地/丰台体育中心/南宫地区,烧烤,丰台区,距市中心10.3km
22511010,4.0,4,93,望京/酒仙桥/798地区,火锅,朝阳区,距市中心10.4km
62100030,4.0,4,54,望京/酒仙桥/798地区,韩国料理,朝阳区,距市中心10.9km
15917081,4.0,4,126,公主坟/五棵松/石景山游乐园地区,火锅,海淀区,距市中心11.1km
12562499,4.0,4,72,大兴北京新机场地区,湘菜,大兴区,距市中心11.1km
130854171,4.0,4,0,公主坟/五棵松/石景山游乐园地区,自助餐,海淀区,距市中心11.1km
122773766,4.0,4,103,望京/酒仙桥/798地区,川菜,朝阳区,距市中心11.4km
24931289,4.0,4,254,中关村/五道口,日本料理,海淀区,距市中心11.5km
18585020,4.0,4,69,中关村/五道口,西餐,海淀区,距市中心11.8km
120828121,4.0,4,122,望京/酒仙桥/798地区,火锅,朝阳区,距市中心11.9km
22522349,4.0,4,117,,日本料理,东城区,距市中心1.1km
4945757,4.0,4,36,天安门/王府井地区,韩国料理,东城区,距市中心1.1km
16565564,4.0,4,95,,徽菜,丰台区,距市中心11km
120798185,4.0,4,35,中关村/五道口,,海淀区,距市中心11km
21130351,4.0,4,53,望京/酒仙桥/798地区,贵州菜,朝阳区,距市中心11km
335699,4.0,4,50,,快餐简餐,海淀区,距市中心12.3km
22517125,4.0,4,290,总部基地/丰台体育中心/南宫地区,创意菜,丰台区,距市中心12.4km
7047032,4.0,4,84,中关村/五道口,西餐,海淀区,距市中心12km
20594215,4.0,4,108,公主坟/五棵松/石景山游乐园地区,烧烤,海淀区,距市中心12km
25045578,4.0,4,31,中关村/五道口,小吃,海淀区,距市中心12km
12630130,4.0,4,52,,快餐简餐,大兴区,距市中心13.1km
25054951,4.0,4,124,总部基地/丰台体育中心/南宫地区,西餐,丰台区,距市中心13.4km
4979372,4.0,4,132,,韩国料理,东城区,距市中心1.3km
11334175,4.0,4,32,大兴北京新机场地区,面包甜点,大兴区,距市中心14.5km
122768814,4.0,4,31,中关村/五道口,小吃,海淀区,距市中心14.9km
4977726,4.0,4,0,公主坟/五棵松/石景山游乐园地区,面包甜点,石景山区,距市中心15.3km
22518526,4.0,4,32,亦庄地区,快餐简餐,大兴区,距市中心15.4km
16577500,4.0,4,31,,快餐简餐,大兴区,距市中心16.8km
20336516,4.0,4,116,公主坟/五棵松/石景山游乐园地区,湘菜,海淀区,距市中心16km
15539969,4.0,4,28,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心17.1km
7031301,4.0,4,23,,小吃,通州区,距市中心17.8km
13059330,4.0,4,45,,快餐简餐,石景山区,距市中心18.1km
21585808,4.0,4,56,香山/八大处风景区,面包甜点,石景山区,距市中心18.1km
120818807,4.0,4,107,亦庄地区,韩国料理,通州区,距市中心18.8km
12882284,4.0,4,19,通州运河商务区,小吃,通州区,距市中心19.1km
7047527,4.0,4,56,环球影城度假区及周边,,通州区,距市中心20.1km
22517965,4.0,4,106,环球影城度假区及周边,烧烤,通州区,距市中心20.1km
120835567,4.0,4,73,大兴北京新机场地区,韩国料理,大兴区,距市中心20.1km
12473584,4.0,4,86,,粤菜,丰台区,距市中心20km
11136414,4.0,4,139,通州运河商务区,日本料理,通州区,距市中心20km
15920370,4.0,4,73,回龙观/天通苑地区,海鲜,昌平区,距市中心20km
140769727,4.0,4,0,通州运河商务区,日本料理,通州区,距市中心21.5km
25040149,4.0,4,28,公主坟/五棵松/石景山游乐园地区,面包甜点,石景山区,距市中心21.8km
20365708,4.0,4,85,,湘菜,丰台区,距市中心22.6km
78672766,4.0,4,171,首都机场/新国展地区,江浙菜,顺义区,距市中心23.3km
129620339,4.0,4,125,回龙观/天通苑地区,海鲜,昌平区,距市中心23.6km
78301064,4.0,4,97,天安门/王府井地区,云南菜,东城区,距市中心2.3km
7031373,4.0,4,126,环球影城度假区及周边,徽菜,通州区,距市中心23km
79422409,4.0,4,117,房山风景区,川菜,房山区,距市中心24.6km
15458725,4.0,4,87,通州运河商务区,火锅,通州区,距市中心25.8km
21560153,4.0,4,136,,火锅,海淀区,距市中心26.1km
17598022,4.0,4,66,环球影城度假区及周边,北京菜,通州区,距市中心26.3km
127749879,4.0,4,40,西单/金融街地区,面包甜点,西城区,距市中心2.7km
127749929,4.0,4,34,西单/金融街地区,面包甜点,西城区,距市中心2.7km
22518662,4.0,4,37,西单/金融街地区,快餐简餐,西城区,距市中心2.8km
17611125,4.0,4,69,沙河大学城/上庄地区,烧烤,昌平区,距市中心31.3km
4936900,4.0,4,45,国贸地区,面包甜点,朝阳区,距市中心3.1km
332691,4.0,4,82,天安门/王府井地区,新疆菜,东城区,距市中心3.2km
22515984,4.0,4,112,,云南菜,朝阳区,距市中心3.5km
15974880,4.0,4,50,,小吃,房山区,距市中心36.1km
7025087,4.0,4,69,顺义温泉休闲区,,顺义区,距市中心36.5km
15958802,4.0,4,24,,快餐简餐,顺义区,距市中心37.2km
22514651,4.0,4,117,国贸地区,火锅,朝阳区,距市中心3.7km
130016467,4.0,4,53,,北京菜,西城区,距市中心3.7km
4950673,4.0,4,71,房山风景区,北京菜,房山区,距市中心42.6km
15469112,4.0,4,74,前门/天坛公园/崇文门,快餐简餐,西城区,距市中心4.2km
133788066,4.0,4,76,国贸地区,粤菜,朝阳区,距市中心4.5km
22517912,4.0,4,207,,西餐,朝阳区,距市中心4.5km
62102741,4.0,4,132,,烧烤,东城区,距市中心4.5km
4939467,4.0,4,25,三里屯/工体/东直门地区,快餐简餐,东城区,距市中心4.7km
4942264,4.0,4,25,西单/金融街地区,小吃,西城区,距市中心4.9km
78199624,4.0,4,64,三里屯/工体/东直门地区,咖啡店,东城区,距市中心4.9km
120831064,4.0,4,49,国贸地区,韩国料理,朝阳区,距市中心4km
7038434,4.0,4,86,三里屯/工体/东直门地区,烧烤,东城区,距市中心4km
134204921,4.0,4,84,国贸地区,面包甜点,朝阳区,距市中心5.5km
122742467,4.0,4,306,三里屯/工体/东直门地区,西餐,朝阳区,距市中心5.5km
122733842,4.0,4,115,燕莎/朝阳公园商业区,烧烤,朝阳区,距市中心5.7km
4937997,4.0,4,38,北京西站/丽泽商务区,小吃,西城区,距市中心6.7km
127758165,4.0,4,104,永定门/南站/大红门/南苑地区,烧烤,丰台区,距市中心6.7km
205673,4.0,4,33,西直门/北京展览馆地区,面包甜点,海淀区,距市中心6.7km
4954908,4.0,4,52,永定门/南站/大红门/南苑地区,,丰台区,距市中心6km
4940381,4.0,4,370,国贸地区,日本料理,朝阳区,距市中心6km
134079951,4.0,4,86,燕莎/朝阳公园商业区,火锅,朝阳区,距市中心6km
79423154,4.0,4,98,永定门/南站/大红门/南苑地区,湘菜,丰台区,距市中心7.2km
120836865,4.0,4,126,燕莎/朝阳公园商业区,西餐,朝阳区,距市中心7.2km
133522023,4.0,4,107,国展中心地区,西餐,朝阳区,距市中心7.5km
120821591,4.0,4,112,永定门/南站/大红门/南苑地区,烧烤,丰台区,距市中心7.9km
133781734,4.0,4,78,国展中心地区,小吃,朝阳区,距市中心8.1km
4936071,4.0,4,160,天安门/王府井地区,亚洲菜,东城区,距市中心857m
15499471,4.0,4,95,,火锅,海淀区,距市中心8.9km
78053468,4.0,4,220,燕莎/朝阳公园商业区,火锅,朝阳区,距市中心8km
12562473,4.0,4,24,北京西站/丽泽商务区,快餐简餐,丰台区,距市中心9.4km
120800589,4.0,4,110,前门/天坛公园/崇文门,烧烤,东城区,距市中心954m
7036497,4.0,4,41,望京/酒仙桥/798地区,小吃,朝阳区,距市中心9.9km
5564019,4.0,4,17,,快餐简餐,平谷区,
24950285,4.0,4,0,怀柔风景区,农家菜,怀柔区,
7022482,4.0,4,86,怀柔风景区,农家菜,怀柔区,
7039691,4.0,4,0,怀柔风景区,北京菜,怀柔区,
15466532,4.0,4,46,,快餐简餐,平谷区,
11650811,4.0,4,87,古北水镇,川菜,密云区,
310803,4.0,4,79,,北京菜,平谷区,
11090662,4.0,4,34,古北水镇,面包甜点,密云区,
12477272,4.0,4,79,,农家菜,密云区,
13009000,4.0,4,54,密云城区,小吃,密云区,
127690722,4.0,4,113,古北水镇,,密云区,
129601786,4.0,3,119,望京/酒仙桥/798地区,西餐,朝阳区,距市中心10.3km
4984521,4.0,3,40,望京/酒仙桥/798地区,面包甜点,朝阳区,距市中心10.3km
4951124,4.0,3,32,,小吃,丰台区,距市中心10.4km
122725218,4.0,3,35,中关村/五道口,面包甜点,海淀区,距市中心10.6km
77904918,4.0,3,118,望京/酒仙桥/798地区,创意菜,朝阳区,距市中心10km
134829539,4.0,3,50,望京/酒仙桥/798地区,小吃,朝阳区,距市中心10km
78115697,4.0,3,137,望京/酒仙桥/798地区,东南亚菜,朝阳区,距市中心11.1km
130047280,4.0,3,28,中关村/五道口,面包甜点,海淀区,距市中心11.1km
79422029,4.0,3,88,中关村/五道口,西餐,海淀区,距市中心11.4km
4960948,4.0,3,120,望京/酒仙桥/798地区,韩国料理,朝阳区,距市中心11.5km
4977099,4.0,3,27,,,海淀区,距市中心11.8km
120816834,4.0,3,44,大兴北京新机场地区,小吃,大兴区,距市中心11.8km
78189057,4.0,3,85,大兴北京新机场地区,江浙菜,大兴区,距市中心11.8km
11437993,4.0,3,24,前门/天坛公园/崇文门,快餐简餐,东城区,距市中心1.1km
134829603,4.0,3,0,前门/天坛公园/崇文门,快餐简餐,东城区,距市中心1.1km
4976152,4.0,3,91,,北京菜,东城区,距市中心1.1km
129557007,4.0,3,136,天安门/王府井地区,韩国料理,东城区,距市中心1.1km
127671071,4.0,3,134,天安门/王府井地区,日本料理,东城区,距市中心1.1km
122775126,4.0,3,77,前门/天坛公园/崇文门,火锅,西城区,距市中心1.1km
79423504,4.0,3,27,公主坟/五棵松/石景山游乐园地区,快餐简餐,海淀区,距市中心11km
133793459,4.0,3,81,大兴北京新机场地区,东北菜,大兴区,距市中心11km
4949596,4.0,3,14,中关村/五道口,快餐简餐,海淀区,距市中心11km
130028282,4.0,3,104,亚运村/奥体中心地区,川菜,朝阳区,距市中心11km
13271521,4.0,3,117,望京/酒仙桥/798地区,川菜,朝阳区,距市中心12.3km
21398983,4.0,3,40,,新疆菜,大兴区,距市中心12.8km
18568441,4.0,3,55,总部基地/丰台体育中心/南宫地区,小吃,丰台区,距市中心12.8km
135970384,4.0,3,294,西直门/北京展览馆地区,闽菜,海淀区,距市中心12km
25042629,4.0,3,111,,湘菜,海淀区,距市中心12km
4946497,4.0,3,0,大兴北京新机场地区,,大兴区,距市中心13.1km
17506877,4.0,3,141,,火锅,大兴区,距市中心13.3km
18581797,4.0,3,38,,小吃,大兴区,距市中心13.6km
15902243,4.0,3,52,,面包甜点,丰台区,距市中心13.6km
77906013,4.0,3,84,天安门/王府井地区,日本料理,东城区,距市中心1.3km
18580671,4.0,3,40,,面包甜点,东城区,距市中心1.3km
120814968,4.0,3,83,天安门/王府井地区,江浙菜,东城区,距市中心1.3km
120830164,4.0,3,72,前门/天坛公园/崇文门,北京菜,西城区,距市中心1.3km
17606944,4.0,3,103,亚运村/奥体中心地区,云南菜,朝阳区,距市中心14.1km
22516781,4.0,3,151,大兴北京新机场地区,东南亚菜,大兴区,距市中心14.5km
133562167,4.0,3,0,大兴北京新机场地区,粤菜,大兴区,距市中心14.5km
144859044,4.0,3,100,大兴北京新机场地区,粤菜,大兴区,距市中心14.5km
120798302,4.0,3,118,大兴北京新机场地区,西北菜,大兴区,距市中心14.6km
120819532,4.0,3,128,大兴北京新机场地区,川菜,大兴区,距市中心14.6km
129603821,4.0,3,104,大兴北京新机场地区,湘菜,大兴区,距市中心14.8km
129613675,4.0,3,103,亦庄地区,小吃,大兴区,距市中心14.8km
15096466,4.0,3,93,亦庄地区,日本料理,大兴区,距市中心14km
25041579,4.0,3,26,亦庄地区,面包甜点,大兴区,距市中心15.3km
15543436,4.0,3,48,亚运村/奥体中心地区,快餐简餐,昌平区,距市中心15.3km
4973925,4.0,3,0,,川菜,丰台区,距市中心15.3km
24877252,4.0,3,134,上地产业园/西三旗,粤菜,海淀区,距市中心15.3km
122751782,4.0,3,47,亦庄地区,小吃,大兴区,距市中心15.4km
5714882,4.0,3,140,上地产业园/西三旗,西餐,海淀区,距市中心15.4km
22517874,4.0,3,90,亦庄地区,西餐,大兴区,距市中心15.4km
22515536,4.0,3,38,,面包甜点,石景山区,距市中心15.5km
15641199,4.0,3,36,,西餐,石景山区,距市中心15.5km
4954734,4.0,3,93,公主坟/五棵松/石景山游乐园地区,川菜,石景山区,距市中心15.6km
4939448,4.0,3,25,,快餐简餐,东城区,距市中心1.5km
122736743,4.0,3,202,上地产业园/西三旗,东南亚菜,海淀区,距市中心16.3km
15550107,4.0,3,19,,快餐简餐,石景山区,距市中心16.6km
130037041,4.0,3,105,上地产业园/西三旗,烧烤,海淀区,距市中心16.8km
120833758,4.0,3,60,天安门/王府井地区,东南亚菜,东城区,距市中心1.6km
12977794,4.0,3,42,回龙观/天通苑地区,咖啡店,朝阳区,距市中心16km
13731591,4.0,3,15,公主坟/五棵松/石景山游乐园地区,面包甜点,石景山区,距市中心17.1km
20347919,4.0,3,30,,快餐简餐,石景山区,距市中心17.8km
20611760,4.0,3,114,公主坟/五棵松/石景山游乐园地区,火锅,石景山区,距市中心17.8km
15674004,4.0,3,44,,,石景山区,距市中心18.1km
4939071,4.0,3,72,公主坟/五棵松/石景山游乐园地区,火锅,石景山区,距市中心18.5km
15531194,4.0,3,87,公主坟/五棵松/石景山游乐园地区,烧烤,石景山区,距市中心18.8km
13959905,4.0,3,30,上地产业园/西三旗,快餐简餐,海淀区,距市中心18.8km
4950614,4.0,3,84,,西餐,石景山区,距市中心18km
12915277,4.0,3,175,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心18km
12039759,4.0,3,48,香山/八大处风景区,自助餐,海淀区,距市中心19.1km
140608780,4.0,3,0,公主坟/五棵松/石景山游乐园地区,川菜,石景山区,距市中心19.1km
18540588,4.0,3,82,通州运河商务区,海鲜,通州区,距市中心19.8km
17594427,4.0,3,32,,快餐简餐,石景山区,距市中心20.1km
22520836,4.0,3,108,回龙观/天通苑地区,火锅,昌平区,距市中心20.6km
18625459,4.0,3,123,回龙观/天通苑地区,火锅,昌平区,距市中心20km
132863423,4.0,3,96,环球影城度假区及周边,北京菜,通州区,距市中心22.1km
24563436,4.0,3,62,通州运河商务区,,通州区,距市中心22.3km
78673508,4.0,3,24,通州运河商务区,小吃,通州区,距市中心22.3km
15677928,4.0,3,40,首都机场/新国展地区,小吃,顺义区,距市中心22.6km
120830632,4.0,3,63,天安门/王府井地区,,东城区,距市中心2.2km
18627494,4.0,3,106,,火锅,丰台区,距市中心23.1km
4966100,4.0,3,60,通州运河商务区,,通州区,距市中心23.3km
4990985,4.0,3,55,大兴北京新机场地区,北京菜,大兴区,距市中心23.3km
12571273,4.0,3,47,首都机场/新国展地区,咖啡店,顺义区,距市中心23.3km
18474256,4.0,3,114,,火锅,昌平区,距市中心23.8km
133923011,4.0,3,32,回龙观/天通苑地区,快餐简餐,昌平区,距市中心23km
78533886,4.0,3,115,房山风景区,徽菜,房山区,距市中心24.5km
14935496,4.0,3,0,小汤山温泉度假区,小吃,昌平区,距市中心25.6km
21539383,4.0,3,50,首都机场/新国展地区,,顺义区,距市中心25.6km
4957566,4.0,3,82,,北京菜,东城区,距市中心2.5km
127670979,4.0,3,57,天安门/王府井地区,小吃,东城区,距市中心2.5km
22478260,4.0,3,125,前门/天坛公园/崇文门,西餐,东城区,距市中心2.5km
321701,4.0,3,40,香山/八大处风景区,,门头沟区,距市中心26.1km
20606759,4.0,3,24,大兴北京新机场地区,快餐简餐,大兴区,距市中心26.5km
22510731,4.0,3,134,,烧烤,东城区,距市中心2.6km
15558549,4.0,3,117,通州运河商务区,北京菜,通州区,距市中心27.6km
62204267,4.0,3,30,,小吃,西城区,距市中心2.8km
122751446,4.0,3,75,顺义温泉休闲区,韩国料理,顺义区,距市中心29.6km
25047639,4.0,3,81,西单/金融街地区,江浙菜,西城区,距市中心3.1km
4939538,4.0,3,16,天安门/王府井地区,小吃,西城区,距市中心3.1km
130072020,4.0,3,75,天安门/王府井地区,烧烤,东城区,距市中心3.2km
4940814,4.0,3,93,,火锅,东城区,距市中心3.2km
120804224,4.0,3,70,大兴北京新机场地区,,大兴区,距市中心32km
17597633,4.0,3,108,,火锅,房山区,距市中心33.1km
15498668,4.0,3,95,,江浙菜,顺义区,距市中心33.5km
16565346,4.0,3,51,大兴北京新机场地区,面包甜点,大兴区,距市中心33.7km
22522594,4.0,3,44,顺义温泉休闲区,快餐简餐,顺义区,距市中心35.2km
5560630,4.0,3,78,,北京菜,门头沟区,距市中心36.1km
21408278,4.0,3,30,,小吃,顺义区,距市中心36.7km
18543508,4.0,3,24,,面包甜点,东城区,距市中心3.6km
22122262,4.0,3,129,,火锅,朝阳区,距市中心3.7km
78675534,4.0,3,89,劲松/潘家园地区,川菜,东城区,距市中心3.7km
21540421,4.0,3,290,西单/金融街地区,日本料理,西城区,距市中心3.7km
22520637,4.0,3,101,顺义温泉休闲区,西餐,顺义区,距市中心37km
4968711,4.0,3,93,昌平城区/十三陵度假区,火锅,昌平区,距市中心38.7km
15494197,4.0,3,128,三里屯/工体/东直门地区,创意菜,东城区,距市中心3.8km
20578534,4.0,3,95,昌平城区/十三陵度假区,自助餐,昌平区,距市中心39.7km
21134141,4.0,3,57,西单/金融街地区,咖啡店,西城区,距市中心3km
78543996,4.0,3,46,西单/金融街地区,小吃,西城区,距市中心3km
7032075,4.0,3,64,房山风景区,面包甜点,房山区,距市中心40.2km
16565022,4.0,3,99,昌平城区/十三陵度假区,自助餐,昌平区,距市中心41.3km
15953511,4.0,3,91,国贸地区,日本料理,朝阳区,距市中心4.2km
129608911,4.0,3,287,国贸地区,西餐,朝阳区,距市中心4.2km
194935,4.0,3,125,三里屯/工体/东直门地区,西餐,东城区,距市中心4.2km
78544118,4.0,3,77,,江浙菜,丰台区,距市中心4.2km
62101898,4.0,3,495,西单/金融街地区,粤菜,西城区,距市中心4.2km
16541677,4.0,3,118,永定门/南站/大红门/南苑地区,贵州菜,西城区,距市中心4.2km
13333708,4.0,3,48,,快餐简餐,昌平区,距市中心42km
4950587,4.0,3,72,顺义温泉休闲区,,顺义区,距市中心43.3km
242210,4.0,3,95,三里屯/工体/东直门地区,,东城区,距市中心4.4km
120800638,4.0,3,23,三里屯/工体/东直门地区,小吃,东城区,距市中心4.4km
16564848,4.0,3,168,国贸地区,江浙菜,朝阳区,距市中心4.5km
134823852,4.0,3,88,西单/金融街地区,北京菜,西城区,距市中心4.5km
120829297,4.0,3,106,劲松/潘家园地区,火锅,丰台区,距市中心4.5km
4982448,4.0,3,64,北京西站/丽泽商务区,小吃,西城区,距市中心4.5km
320500,4.0,3,64,怀柔风景区,,怀柔区,距市中心47.2km
78686904,4.0,3,117,后海/南锣鼓巷地区,粤菜,西城区,距市中心4.7km
7032770,4.0,3,40,,小吃,丰台区,距市中心4.7km
4977454,4.0,3,54,房山风景区,,房山区,距市中心48.7km
21136479,4.0,3,0,,火锅,怀柔区,距市中心49.2km
20614498,4.0,3,82,,江浙菜,怀柔区,距市中心49.7km
