店铺id,评分,评论数量,人均消费,归属商圈,菜系类型,county,距离描述
22514308,4.3,3,273,天安门/王府井地区,,西城区,距市中心4.2km
15663699,4.3,3,42,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心43.5km
4947981,4.3,3,90,顺义温泉休闲区,火锅,顺义区,距市中心45.3km
4992940,4.3,3,44,,咖啡店,丰台区,距市中心4.9km
7032803,4.3,3,13,前门/天坛公园/崇文门,快餐简餐,西城区,距市中心4km
4979517,4.3,3,48,,面包甜点,东城区,距市中心4km
15464881,4.3,3,60,,西餐,东城区,距市中心5.2km
12624560,4.3,3,72,,,丰台区,距市中心5.2km
20612996,4.3,3,24,,面包甜点,东城区,距市中心5.2km
13417114,4.3,3,43,永定门/南站/大红门/南苑地区,小吃,西城区,距市中心5.4km
6942599,4.3,3,173,北京西站/丽泽商务区,鲁菜,西城区,距市中心5.5km
15975869,4.3,3,41,,小吃,西城区,距市中心5.9km
4939956,4.3,3,80,西单/金融街地区,火锅,西城区,距市中心5.9km
11315894,4.3,3,59,,川菜,丰台区,距市中心5km
7047628,4.3,3,40,三里屯/工体/东直门地区,咖啡店,东城区,距市中心5km
22514613,4.3,3,54,北京西站/丽泽商务区,,西城区,距市中心5km
17011486,4.3,3,24,,烧烤,西城区,距市中心6.2km
21587619,4.3,3,55,西直门/北京展览馆地区,小吃,西城区,距市中心6.2km
7040873,4.3,3,38,劲松/潘家园地区,咖啡店,丰台区,距市中心6.2km
18625718,4.3,3,97,,江浙菜,朝阳区,距市中心6.2km
22287312,4.3,3,133,西直门/北京展览馆地区,西餐,西城区,距市中心6.2km
265294,4.3,3,18,,快餐简餐,丰台区,距市中心6.4km
4938016,4.3,3,107,,火锅,朝阳区,距市中心6.5km
15958305,4.3,3,18,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心6.7km
4956989,4.3,3,42,,北京菜,朝阳区,距市中心6.7km
21129874,4.3,3,86,,西餐,东城区,距市中心6.9km
20596973,4.3,3,125,,川菜,朝阳区,距市中心6km
15555924,4.3,3,38,,快餐简餐,丰台区,距市中心7.2km
4992179,4.3,3,0,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心7.2km
335875,4.3,3,36,马甸/安贞地区,快餐简餐,西城区,距市中心7.4km
14981859,4.3,3,37,,川菜,海淀区,距市中心7.7km
22522368,4.3,3,24,,小吃,丰台区,距市中心7.7km
15479342,4.3,3,26,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心8.3km
322756,4.3,3,71,,,海淀区,距市中心8.8km
15985258,4.3,3,94,公主坟/五棵松/石景山游乐园地区,火锅,海淀区,距市中心8.9km
6942510,4.3,3,0,永定门/南站/大红门/南苑地区,,丰台区,距市中心8km
12943869,4.3,3,23,北京西站/丽泽商务区,小吃,丰台区,距市中心9.3km
4944791,4.3,3,32,,快餐简餐,海淀区,距市中心9.5km
21140715,4.3,3,0,,火锅,大兴区,距市中心9.5km
4944862,4.3,3,28,,快餐简餐,海淀区,距市中心9.6km
8610883,4.3,3,79,北京西站/丽泽商务区,川菜,丰台区,距市中心9.6km
15586252,4.3,3,92,北京西站/丽泽商务区,粤菜,丰台区,距市中心9.6km
16565311,4.3,3,115,国贸地区,川菜,朝阳区,距市中心9.6km
22521551,4.3,3,92,中关村/五道口,,海淀区,距市中心9.9km
308124,4.3,3,50,总部基地/丰台体育中心/南宫地区,,丰台区,距市中心9km
22510682,4.3,3,98,公主坟/五棵松/石景山游乐园地区,川菜,海淀区,距市中心9km
12474560,4.3,3,65,延庆休闲度假区,烧烤,延庆区,
8094603,4.3,3,20,延庆休闲度假区,快餐简餐,延庆区,
5564271,4.3,3,0,,北京菜,怀柔区,
15976667,4.3,3,94,,北京菜,怀柔区,
4991691,4.3,3,126,房山风景区,西餐,房山区,
15571619,4.3,3,109,怀柔风景区,,怀柔区,
5564160,4.3,3,52,,北京菜,怀柔区,
15495085,4.3,3,43,,小吃,怀柔区,
7038467,4.3,3,62,,北京菜,房山区,
8595689,4.3,3,59,,快餐简餐,房山区,
4992591,4.3,3,0,延庆休闲度假区,火锅,延庆区,
80125646,4.3,3,0,平谷城区,酒吧/酒馆,平谷区,
320305,4.3,3,40,平谷城区,小吃,平谷区,
16094259,4.3,3,0,,,平谷区,
5559501,4.3,3,70,,农家菜,平谷区,
7025694,4.3,3,57,,,平谷区,
15995008,4.3,3,0,,北京菜,平谷区,
5559551,4.3,3,118,平谷城区,北京菜,平谷区,
15989677,4.3,3,68,平谷城区,川菜,平谷区,
79443772,4.3,3,0,延庆休闲度假区,火锅,延庆区,
17519857,4.3,3,31,延庆休闲度假区,快餐简餐,延庆区,
18537141,4.3,3,76,延庆休闲度假区,,延庆区,
13217937,4.3,3,45,延庆休闲度假区,火锅,延庆区,
12913045,4.3,3,20,延庆休闲度假区,小吃,延庆区,
4955833,4.3,3,68,,火锅,延庆区,
13274260,4.3,3,28,延庆休闲度假区,自助餐,延庆区,
13374209,4.3,3,50,,农家菜,延庆区,
17519642,4.3,3,68,延庆休闲度假区,川菜,延庆区,
11405221,4.3,3,60,,面包甜点,密云区,
4943254,4.3,3,70,密云水库,快餐简餐,密云区,
11602012,4.3,3,75,密云城区,东北菜,密云区,
11998031,4.4,3580,49,劲松/潘家园地区,快餐简餐,丰台区,距市中心6.2km
4927584,4.4,2008,184,前门/天坛公园/崇文门,北京菜,西城区,距市中心1.1km
4927621,4.4,1605,31,后海/南锣鼓巷地区,小吃,东城区,距市中心4.2km
4935770,4.4,938,25,西单/金融街地区,小吃,西城区,距市中心4.9km
4983759,4.4,808,37,昌平城区/十三陵度假区,小吃,昌平区,距市中心37.2km
11997930,4.4,681,40,,快餐简餐,西城区,距市中心2.7km
4946019,4.4,680,26,西单/金融街地区,快餐简餐,西城区,距市中心4.2km
11910391,4.4,674,29,,快餐简餐,丰台区,距市中心6.7km
11492295,4.4,669,39,,快餐简餐,海淀区,距市中心11.5km
15172051,4.4,669,115,大兴北京新机场地区,川菜,大兴区,距市中心14.6km
4938568,4.4,654,37,,小吃,丰台区,距市中心4.5km
4943478,4.4,641,29,,快餐简餐,朝阳区,距市中心3.5km
332282,4.4,610,75,中关村/五道口,火锅,海淀区,距市中心12.4km
16542794,4.4,602,44,中关村/五道口,快餐简餐,海淀区,距市中心11.3km
4958328,4.4,595,40,,快餐简餐,丰台区,距市中心5km
16543171,4.4,579,33,回龙观/天通苑地区,小吃,昌平区,距市中心20.6km
7503606,4.4,578,73,上地产业园/西三旗,火锅,海淀区,距市中心16.1km
15960700,4.4,567,73,北京西站/丽泽商务区,江浙菜,丰台区,距市中心9.6km
12501342,4.4,564,34,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心5km
4937425,4.4,527,74,,火锅,海淀区,距市中心12.4km
15478745,4.4,516,38,西单/金融街地区,快餐简餐,西城区,距市中心3km
11909734,4.4,514,38,三里屯/工体/东直门地区,快餐简餐,朝阳区,距市中心4.2km
4951780,4.4,510,25,三里屯/工体/东直门地区,快餐简餐,东城区,距市中心3.7km
4942554,4.4,493,39,北京西站/丽泽商务区,快餐简餐,西城区,距市中心6.2km
15890283,4.4,481,26,上地产业园/西三旗,快餐简餐,昌平区,距市中心18.8km
16098974,4.4,478,19,,快餐简餐,海淀区,距市中心9.4km
8608554,4.4,471,26,,快餐简餐,大兴区,距市中心13km
15172836,4.4,462,122,,川菜,西城区,距市中心2.7km
4944332,4.4,457,85,西单/金融街地区,火锅,西城区,距市中心2.8km
4946363,4.4,452,26,西单/金融街地区,西餐,西城区,距市中心5.7km
15114591,4.4,450,50,,快餐简餐,石景山区,距市中心20.1km
15096337,4.4,436,95,,火锅,大兴区,距市中心11.8km
11979758,4.4,434,48,,小吃,丰台区,距市中心5km
4936683,4.4,432,40,中关村/五道口,小吃,海淀区,距市中心9.9km
4951987,4.4,431,74,公主坟/五棵松/石景山游乐园地区,火锅,海淀区,距市中心11.4km
4953811,4.4,429,49,,小吃,海淀区,距市中心12.1km
4977411,4.4,429,104,公主坟/五棵松/石景山游乐园地区,川菜,海淀区,距市中心8.9km
4944498,4.4,426,27,西直门/北京展览馆地区,快餐简餐,海淀区,距市中心8.4km
336621,4.4,425,30,,快餐简餐,海淀区,距市中心11.9km
4965490,4.4,425,75,西直门/北京展览馆地区,江浙菜,西城区,距市中心6.2km
4956675,4.4,419,29,中关村/五道口,快餐简餐,海淀区,距市中心9.8km
15675548,4.4,417,34,,小吃,大兴区,距市中心11.8km
15112196,4.4,414,21,中关村/五道口,快餐简餐,海淀区,距市中心11.6km
338141,4.4,412,96,,烧烤,海淀区,距市中心12km
4983943,4.4,408,111,望京/酒仙桥/798地区,川菜,朝阳区,距市中心12.9km
13300002,4.4,402,32,,快餐简餐,丰台区,距市中心11.3km
4955450,4.4,402,97,公主坟/五棵松/石景山游乐园地区,烧烤,石景山区,距市中心14.3km
4954886,4.4,396,78,劲松/潘家园地区,火锅,丰台区,距市中心6.2km
4945498,4.4,394,70,,火锅,海淀区,距市中心11.3km
4944905,4.4,387,37,,快餐简餐,海淀区,距市中心7.7km
12471024,4.4,385,40,上地产业园/西三旗,快餐简餐,海淀区,距市中心15km
199360,4.4,379,65,亚运村/奥体中心地区,北京菜,海淀区,距市中心9km
4944949,4.4,376,31,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心38km
4959171,4.4,375,39,,快餐简餐,海淀区,距市中心12.1km
4952124,4.4,375,30,首都机场/新国展地区,快餐简餐,顺义区,距市中心26km
15486122,4.4,374,65,,北京菜,丰台区,距市中心12.3km
4942503,4.4,362,47,环球影城度假区及周边,快餐简餐,通州区,距市中心22.1km
4945436,4.4,357,40,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心37.3km
13824818,4.4,357,93,西单/金融街地区,西餐,西城区,距市中心3km
7046782,4.4,354,80,西直门/北京展览馆地区,火锅,西城区,距市中心6km
11998004,4.4,352,41,顺义温泉休闲区,快餐简餐,顺义区,距市中心36.2km
4969277,4.4,350,73,上地产业园/西三旗,火锅,海淀区,距市中心17.1km
329691,4.4,349,75,永定门/南站/大红门/南苑地区,北京菜,西城区,距市中心5.9km
7040955,4.4,348,97,西直门/北京展览馆地区,新疆菜,海淀区,距市中心9.4km
8622845,4.4,347,95,,新疆菜,海淀区,距市中心12km
11166035,4.4,346,108,公主坟/五棵松/石景山游乐园地区,烧烤,海淀区,距市中心11km
11212177,4.4,342,101,,烧烤,丰台区,距市中心4.5km
4992414,4.4,341,42,香山/八大处风景区,快餐简餐,石景山区,距市中心17.8km
7025165,4.4,341,73,通州运河商务区,快餐简餐,通州区,距市中心20.1km
332118,4.4,338,40,中关村/五道口,火锅,海淀区,距市中心12.3km
15172800,4.4,336,107,,川菜,大兴区,距市中心25.3km
4947878,4.4,334,30,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心5.5km
7031064,4.4,333,26,望京/酒仙桥/798地区,西餐,朝阳区,距市中心11.4km
4940648,4.4,329,63,望京/酒仙桥/798地区,火锅,朝阳区,距市中心11.4km
15906213,4.4,327,58,总部基地/丰台体育中心/南宫地区,北京菜,丰台区,距市中心12.9km
8587525,4.4,319,51,西单/金融街地区,小吃,西城区,距市中心3.7km
7023476,4.4,314,56,,北京菜,海淀区,距市中心12.5km
4951605,4.4,310,26,环球影城度假区及周边,快餐简餐,通州区,距市中心24km
12524212,4.4,309,31,环球影城度假区及周边,快餐简餐,通州区,距市中心21.5km
4950403,4.4,308,113,,川菜,丰台区,距市中心4.9km
4940459,4.4,304,18,国展中心地区,小吃,东城区,距市中心6.2km
15468576,4.4,302,34,中关村/五道口,快餐简餐,海淀区,距市中心9.9km
16552888,4.4,301,136,望京/酒仙桥/798地区,闽菜,朝阳区,距市中心10.3km
4951168,4.4,294,46,大兴北京新机场地区,快餐简餐,丰台区,距市中心11.9km
4956511,4.4,294,27,,小吃,海淀区,距市中心12.1km
16992847,4.4,285,0,前门/天坛公园/崇文门,江浙菜,东城区,距市中心1.1km
11998081,4.4,285,33,,快餐简餐,顺义区,距市中心32.5km
17601804,4.4,284,73,北京西站/丽泽商务区,火锅,丰台区,距市中心9.6km
16094206,4.4,282,31,前门/天坛公园/崇文门,快餐简餐,东城区,距市中心1.3km
4940602,4.4,280,38,通州运河商务区,面包甜点,通州区,距市中心19.6km
4990864,4.4,280,55,,西北菜,海淀区,距市中心7km
4952646,4.4,279,26,公主坟/五棵松/石景山游乐园地区,快餐简餐,海淀区,距市中心11.4km
294808,4.4,277,28,西单/金融街地区,快餐简餐,西城区,距市中心2.8km
15934370,4.4,274,76,,火锅,丰台区,距市中心12.9km
4936115,4.4,271,40,中关村/五道口,小吃,海淀区,距市中心8.6km
8587360,4.4,266,35,大兴北京新机场地区,快餐简餐,大兴区,距市中心11.4km
4970583,4.4,265,37,天安门/王府井地区,快餐简餐,东城区,距市中心1.6km
4957585,4.4,258,19,中关村/五道口,小吃,海淀区,距市中心12.4km
4971664,4.4,257,37,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心38.5km
15937612,4.4,256,13,沙河大学城/上庄地区,快餐简餐,昌平区,距市中心24.8km
4961882,4.4,254,35,天安门/王府井地区,小吃,东城区,距市中心1km
15647240,4.4,251,34,,快餐简餐,石景山区,距市中心13.1km
16564745,4.4,251,71,总部基地/丰台体育中心/南宫地区,烧烤,丰台区,距市中心13km
4975527,4.4,249,31,北京西站/丽泽商务区,快餐简餐,丰台区,距市中心10.5km
8608327,4.4,247,98,大兴北京新机场地区,火锅,大兴区,距市中心16.6km
4976412,4.4,246,30,,小吃,海淀区,距市中心11km
17598007,4.4,243,0,,西餐,大兴区,距市中心25.3km
7022407,4.4,242,103,西单/金融街地区,烧烤,西城区,距市中心2.8km
11637460,4.4,242,28,昌平城区/十三陵度假区,面包甜点,昌平区,距市中心37.7km
15455595,4.4,241,22,传媒大学/管庄地区,面包甜点,朝阳区,距市中心16.8km
11371186,4.4,233,81,亦庄地区,火锅,通州区,距市中心20.3km
15461222,4.4,232,33,回龙观/天通苑地区,小吃,昌平区,距市中心18.3km
7038733,4.4,232,26,,小吃,海淀区,距市中心9.5km
8593530,4.4,230,96,,西餐,朝阳区,距市中心8.1km
4939916,4.4,230,95,,川菜,海淀区,距市中心9.1km
15467684,4.4,229,54,三里屯/工体/东直门地区,小吃,东城区,距市中心4.7km
11512069,4.4,229,90,西直门/北京展览馆地区,西餐,海淀区,距市中心9.8km
332111,4.4,228,81,通州运河商务区,火锅,通州区,距市中心25km
295489,4.4,227,30,,快餐简餐,海淀区,距市中心11km
331949,4.4,226,41,三里屯/工体/东直门地区,快餐简餐,东城区,距市中心4.7km
298910,4.4,224,26,天安门/王府井地区,快餐简餐,东城区,距市中心739m
4950521,4.4,222,113,上地产业园/西三旗,火锅,海淀区,距市中心16.1km
305331,4.4,222,24,天安门/王府井地区,小吃,东城区,距市中心3.2km
4948121,4.4,221,69,永定门/南站/大红门/南苑地区,日本料理,丰台区,距市中心6.5km
7049297,4.4,220,93,传媒大学/管庄地区,粤菜,朝阳区,距市中心16.6km
12999448,4.4,218,33,房山风景区,西餐,房山区,距市中心23.6km
13078363,4.4,217,97,,新疆菜,朝阳区,距市中心5.7km
15487117,4.4,216,79,,小吃,海淀区,距市中心11km
15679822,4.4,214,21,回龙观/天通苑地区,快餐简餐,昌平区,距市中心21km
24563523,4.4,213,29,西单/金融街地区,小吃,西城区,距市中心2.6km
11356841,4.4,211,34,,小吃,丰台区,距市中心4.9km
4949876,4.4,210,73,,西餐,海淀区,距市中心12.5km
17594661,4.4,205,34,大兴北京新机场地区,快餐简餐,大兴区,距市中心14.6km
15501824,4.4,204,45,回龙观/天通苑地区,川菜,昌平区,距市中心18.5km
15974079,4.4,201,31,,小吃,东城区,距市中心1.3km
8594303,4.4,195,20,,快餐简餐,大兴区,距市中心12km
4939356,4.4,193,25,,快餐简餐,昌平区,距市中心37.3km
15925421,4.4,191,99,,烧烤,朝阳区,距市中心11.3km
4956657,4.4,186,27,,快餐简餐,西城区,距市中心2.8km
15949077,4.4,186,21,房山风景区,小吃,房山区,距市中心30.1km
4983753,4.4,186,96,昌平城区/十三陵度假区,火锅,昌平区,距市中心37.2km
15615676,4.4,182,20,回龙观/天通苑地区,面包甜点,昌平区,距市中心18.5km
12070664,4.4,182,29,,快餐简餐,丰台区,距市中心7.2km
15589722,4.4,179,66,,面包甜点,海淀区,距市中心24.1km
341644,4.4,177,137,,韩国料理,海淀区,距市中心11.5km
4955211,4.4,176,108,,韩国料理,海淀区,距市中心11.5km
21068249,4.4,175,383,燕莎/朝阳公园商业区,西餐,朝阳区,距市中心6.7km
4938113,4.4,175,154,中关村/五道口,川菜,海淀区,距市中心9.5km
295068,4.4,175,29,中关村/五道口,面包甜点,海淀区,距市中心9.9km
4962413,4.4,174,103,中关村/五道口,客家菜,海淀区,距市中心12km
17606721,4.4,172,33,上地产业园/西三旗,快餐简餐,海淀区,距市中心16.6km
15476184,4.4,170,28,,日本料理,石景山区,距市中心13.1km
8290208,4.4,170,50,大兴北京新机场地区,面包甜点,大兴区,距市中心19.6km
11215518,4.4,168,27,公主坟/五棵松/石景山游乐园地区,快餐简餐,海淀区,距市中心13.4km
15649988,4.4,167,16,,快餐简餐,石景山区,距市中心17.1km
300813,4.4,167,27,,,东城区,距市中心3.5km
11146406,4.4,164,36,大兴北京新机场地区,快餐简餐,大兴区,距市中心14.6km
11998037,4.4,164,30,,快餐简餐,门头沟区,距市中心26.1km
4936799,4.4,164,105,,火锅,西城区,距市中心3.7km
15059850,4.4,164,34,天安门/王府井地区,面包甜点,东城区,距市中心730m
4936897,4.4,163,45,中关村/五道口,川菜,海淀区,距市中心10.6km
4978675,4.4,163,120,亚运村/奥体中心地区,烧烤,朝阳区,距市中心10km
8637144,4.4,162,77,国贸地区,自助餐,朝阳区,距市中心9.6km
4937693,4.4,161,19,总部基地/丰台体育中心/南宫地区,快餐简餐,丰台区,距市中心11.1km
4944289,4.4,161,497,国贸地区,,朝阳区,距市中心4.4km
4962582,4.4,159,27,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心17.5km
15467344,4.4,159,23,昌平城区/十三陵度假区,面包甜点,昌平区,距市中心42km
4962207,4.4,158,75,前门/天坛公园/崇文门,粤菜,东城区,距市中心1.1km
12208679,4.4,158,33,,小吃,通州区,距市中心18.5km
15475614,4.4,157,116,,西餐,平谷区,
15614413,4.4,156,17,,快餐简餐,昌平区,距市中心19.8km
4947450,4.4,156,34,环球影城度假区及周边,小吃,通州区,距市中心22.1km
13464759,4.4,154,117,中关村/五道口,烧烤,海淀区,距市中心11.8km
4944832,4.4,154,18,西单/金融街地区,面包甜点,西城区,距市中心2.7km
4952184,4.4,154,18,西直门/北京展览馆地区,小吃,海淀区,距市中心6.5km
15172884,4.4,153,99,,烧烤,朝阳区,距市中心9.9km
12089014,4.4,151,19,总部基地/丰台体育中心/南宫地区,面包甜点,丰台区,距市中心13.8km
13033141,4.4,151,95,,台湾菜,丰台区,距市中心13.8km
15675513,4.4,151,25,上地产业园/西三旗,快餐简餐,海淀区,距市中心18.8km
13541669,4.4,150,28,,快餐简餐,大兴区,距市中心16.8km
4938243,4.4,149,132,公主坟/五棵松/石景山游乐园地区,北京菜,海淀区,距市中心10.5km
7042490,4.4,149,45,通州运河商务区,西北菜,通州区,距市中心19.5km
11201380,4.4,149,104,燕莎/朝阳公园商业区,烧烤,朝阳区,距市中心7.5km
4954648,4.4,148,42,前门/天坛公园/崇文门,快餐简餐,西城区,距市中心1.1km
15588910,4.4,148,31,回龙观/天通苑地区,面包甜点,昌平区,距市中心23.6km
16996079,4.4,147,48,回龙观/天通苑地区,川菜,昌平区,距市中心23.6km
15461852,4.4,145,14,公主坟/五棵松/石景山游乐园地区,快餐简餐,海淀区,距市中心11.3km
11526980,4.4,145,46,西直门/北京展览馆地区,面包甜点,海淀区,距市中心9.6km
7042320,4.4,144,32,通州运河商务区,快餐简餐,通州区,距市中心22.8km
11193600,4.4,143,70,北京西站/丽泽商务区,火锅,丰台区,距市中心10.3km
15578395,4.4,143,24,上地产业园/西三旗,快餐简餐,海淀区,距市中心16.3km
274171,4.4,143,41,西单/金融街地区,小吃,西城区,距市中心3.7km
4953028,4.4,143,32,,小吃,西城区,距市中心6.7km
12206493,4.4,142,93,国贸地区,粤菜,朝阳区,距市中心5.7km
11737292,4.4,141,97,,川菜,大兴区,距市中心13.8km
4945451,4.4,141,23,,快餐简餐,石景山区,距市中心15.5km
11159015,4.4,141,116,上地产业园/西三旗,火锅,海淀区,距市中心16.1km
11448995,4.4,141,102,沙河大学城/上庄地区,川菜,昌平区,距市中心29km
4946520,4.4,141,17,昌平城区/十三陵度假区,面包甜点,昌平区,距市中心38.7km
13029776,4.4,140,45,房山风景区,日本料理,房山区,距市中心23.8km
4962688,4.4,139,112,,火锅,朝阳区,距市中心8.3km
12200442,4.4,138,22,,西北菜,海淀区,距市中心10.5km
4968820,4.4,138,15,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心8.3km
15472952,4.4,137,18,大兴北京新机场地区,快餐简餐,大兴区,距市中心11km
13183361,4.4,137,90,中关村/五道口,火锅,海淀区,距市中心12.5km
20370481,4.4,137,333,燕莎/朝阳公园商业区,江浙菜,朝阳区,距市中心8.1km
8586423,4.4,137,27,,面包甜点,海淀区,距市中心9.5km
15916569,4.4,136,102,中关村/五道口,西北菜,海淀区,距市中心14.4km
4942238,4.4,135,23,西直门/北京展览馆地区,小吃,西城区,距市中心5.4km
4979804,4.4,134,30,西直门/北京展览馆地区,快餐简餐,海淀区,距市中心8.9km
16999928,4.4,133,24,上地产业园/西三旗,小吃,海淀区,距市中心15.3km
15473723,4.4,133,28,环球影城度假区及周边,小吃,通州区,距市中心22.3km
11599801,4.4,133,35,西直门/北京展览馆地区,小吃,西城区,距市中心5km
12755187,4.4,132,31,环球影城度假区及周边,快餐简餐,通州区,距市中心22.1km
11251321,4.4,132,50,房山风景区,韩国料理,房山区,距市中心24.5km
13578349,4.4,132,31,沙河大学城/上庄地区,快餐简餐,昌平区,距市中心28.6km
206791,4.4,132,37,马甸/安贞地区,面包甜点,西城区,距市中心6.2km
8535606,4.4,131,94,,烧烤,大兴区,距市中心14.9km
4983798,4.4,131,99,顺义温泉休闲区,火锅,顺义区,距市中心32.3km
12070638,4.4,129,25,中关村/五道口,快餐简餐,海淀区,距市中心10.5km
4937414,4.4,129,90,中关村/五道口,面包甜点,海淀区,距市中心9.9km
4976180,4.4,128,35,西直门/北京展览馆地区,快餐简餐,西城区,距市中心6.2km
7048395,4.4,127,155,天安门/王府井地区,江浙菜,东城区,距市中心1.1km
8611301,4.4,127,44,,面包甜点,大兴区,距市中心17.1km
4961205,4.4,126,103,北京西站/丽泽商务区,北京菜,西城区,距市中心5.4km
4970853,4.4,124,55,,小吃,西城区,距市中心5.5km
15981360,4.4,123,47,,小吃,海淀区,距市中心11.5km
12104574,4.4,123,73,,川菜,石景山区,距市中心20.1km
15467545,4.4,122,18,,小吃,大兴区,距市中心13.6km
288275,4.4,120,28,西直门/北京展览馆地区,小吃,海淀区,距市中心8.5km
4976743,4.4,119,73,昌平城区/十三陵度假区,川菜,昌平区,距市中心38.1km
11276806,4.4,118,38,大兴北京新机场地区,快餐简餐,丰台区,距市中心11.8km
15473398,4.4,118,18,回龙观/天通苑地区,小吃,昌平区,距市中心20.1km
20369222,4.4,117,50,中关村/五道口,西餐,海淀区,距市中心11.8km
15970167,4.4,117,25,上地产业园/西三旗,小吃,海淀区,距市中心17.1km
15942456,4.4,116,857,三里屯/工体/东直门地区,创意菜,东城区,距市中心3.7km
4939478,4.4,116,35,西单/金融街地区,小吃,西城区,距市中心5.9km
4975668,4.4,116,35,天安门/王府井地区,快餐简餐,东城区,距市中心737m
4941013,4.4,116,29,公主坟/五棵松/石景山游乐园地区,快餐简餐,海淀区,距市中心8.5km
4936766,4.4,115,106,亚运村/奥体中心地区,北京菜,朝阳区,距市中心11km
340085,4.4,115,30,亦庄地区,快餐简餐,大兴区,距市中心15km
4949459,4.4,115,19,北京西站/丽泽商务区,小吃,丰台区,距市中心8.6km
12028638,4.4,114,139,通州运河商务区,韩国料理,通州区,距市中心20.1km
15457920,4.4,114,40,回龙观/天通苑地区,日本料理,昌平区,距市中心20.5km
15308188,4.4,114,111,上地产业园/西三旗,鲁菜,海淀区,距市中心21.1km
4956141,4.4,114,28,通州运河商务区,面包甜点,通州区,距市中心24.6km
16549391,4.4,114,19,房山风景区,快餐简餐,房山区,距市中心29.1km
4937253,4.4,114,84,,,海淀区,距市中心8.8km
15941643,4.4,113,27,,小吃,海淀区,距市中心12.1km
8588574,4.4,113,29,大兴北京新机场地区,快餐简餐,大兴区,距市中心19km
15482477,4.4,113,39,,小吃,海淀区,距市中心9.3km
8586948,4.4,111,129,劲松/潘家园地区,鲁菜,朝阳区,距市中心6.5km
4978445,4.4,110,92,北京站,北京菜,东城区,距市中心2.2km
7022195,4.4,110,32,后海/南锣鼓巷地区,快餐简餐,西城区,距市中心4km
4941063,4.4,110,90,西直门/北京展览馆地区,川菜,海淀区,距市中心9.3km
15903703,4.4,109,94,公主坟/五棵松/石景山游乐园地区,粤菜,海淀区,距市中心11km
12201769,4.4,109,255,,西北菜,海淀区,距市中心16km
15488891,4.4,108,39,,西餐,大兴区,距市中心13.3km
18483327,4.4,108,145,前门/天坛公园/崇文门,西餐,东城区,距市中心1.3km
11100859,4.4,108,128,西直门/北京展览馆地区,韩国料理,海淀区,距市中心7km
12206788,4.4,107,94,,川菜,丰台区,距市中心13.8km
11637572,4.4,107,24,回龙观/天通苑地区,面包甜点,昌平区,距市中心22.5km
12070682,4.4,106,35,总部基地/丰台体育中心/南宫地区,快餐简餐,丰台区,距市中心11km
11366891,4.4,106,28,上地产业园/西三旗,小吃,海淀区,距市中心17.3km
4979892,4.4,106,39,西直门/北京展览馆地区,快餐简餐,西城区,距市中心6.2km
4944392,4.4,105,58,,小吃,丰台区,距市中心13km
7039642,4.4,105,31,永定门/南站/大红门/南苑地区,西餐,丰台区,距市中心5.5km
4969691,4.4,105,101,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心6.9km
18589787,4.4,104,96,中关村/五道口,韩国料理,海淀区,距市中心12km
4966553,4.4,103,176,公主坟/五棵松/石景山游乐园地区,北京菜,石景山区,距市中心14.5km
8640156,4.4,103,31,通州运河商务区,快餐简餐,通州区,距市中心25km
12097360,4.4,102,37,,小吃,房山区,距市中心42.6km
4954309,4.4,102,114,,日本料理,东城区,距市中心4.2km
8588053,4.4,102,28,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心6.5km
12625743,4.4,100,101,通州运河商务区,云南菜,通州区,距市中心20.1km
7034746,4.4,99,30,,快餐简餐,丰台区,距市中心12km
15660898,4.4,99,77,大兴北京新机场地区,小吃,大兴区,距市中心14.5km
4957787,4.4,99,27,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心6.9km
4943219,4.4,98,49,前门/天坛公园/崇文门,快餐简餐,西城区,距市中心3.1km
12205479,4.4,98,26,,小吃,西城区,距市中心7km
4938681,4.4,98,91,亚运村/奥体中心地区,江西菜,海淀区,距市中心8.4km
13929359,4.4,97,25,,快餐简餐,大兴区,距市中心11.3km
4958397,4.4,97,39,总部基地/丰台体育中心/南宫地区,韩国料理,丰台区,距市中心12.3km
7033703,4.4,97,71,,新疆菜,海淀区,距市中心12.5km
231266,4.4,97,56,,小吃,东城区,距市中心5.9km
16564093,4.4,97,28,,快餐简餐,海淀区,距市中心8.5km
4938547,4.4,96,33,前门/天坛公园/崇文门,小吃,西城区,距市中心1.3km
15474981,4.4,96,38,上地产业园/西三旗,韩国料理,海淀区,距市中心17km
15478575,4.4,96,31,西直门/北京展览馆地区,小吃,西城区,距市中心5.2km
